ANDES-A,Order,Family,Genus,Species,Genus_species,Latitude1,Longitude1,State,State_from_coord,Is_correct
3657,Anura,Leptodactylidae,Leptodactylus,melanotus,Leptodactylus melanotus,4.78474,73.27574,Boyacá,"[{'address_components': [{'long_name': '6JPMQ7MG+V7', 'short_name': '6JPMQ7MG+V7', 'types': ['plus_code']}], 'formatted_address': '6JPMQ7MG+V7', 'geometry': {'bounds': {'northeast': {'lat': 4.78475, 'lng': 73.27575}, 'southwest': {'lat': 4.784625, 'lng': 73.27562499999999}}, 'location': {'lat': 4.78474, 'lng': 73.27574}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 4.786036480291502, 'lng': 73.2770364802915}, 'southwest': {'lat': 4.783338519708497, 'lng': 73.2743385197085}}}, 'place_id': 'GhIJwXPv4ZIjE0ARvYxiuaVRUkA', 'plus_code': {'global_code': '6JPMQ7MG+V7'}, 'types': ['plus_code']}, {'address_components': [{'long_name': 'Maldivas', 'short_name': 'MV', 'types': ['country', 'political']}], 'formatted_address': 'Maldivas', 'geometry': {'bounds': {'northeast': {'lat': 7.5149809, 'lng': 74.7290038}, 'southwest': {'lat': -1.2907844, 'lng': 71.75170899999999}}, 'location': {'lat': 3.202778, 'lng': 73.22068}, 'location_type': 'APPROXIMATE', 'viewport': {'northeast': {'lat': 7.5149809, 'lng': 74.7290038}, 'southwest': {'lat': -1.2907844, 'lng': 71.75170899999999}}}, 'place_id': 'ChIJvXv7qr-ZtSQRiWKVgeEJRUE', 'types': ['country', 'political']}]",False
4639,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4641,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4642,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4644,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4650,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4653,Anura,Leptodactylidae,Leptodactylus,ocellatus,Leptodactylus ocellatus,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4543,Anura,Leptodactylidae,Leptodactylus,poecilochilus,Leptodactylus poecilochilus,10.97682,-74.790026,Magdalena,Atlántico,False
2584,Anura,Leptodactylidae,Leptodactylus,riveroi,Leptodactylus riveroi,2.05,-67.06253,Guainía,Amazonas,False
2585,Anura,Leptodactylidae,Leptodactylus,riveroi,Leptodactylus riveroi,2.05,-67.06253,Guainía,Amazonas,False
4971,Anura,Leptodactylidae,Lithodytes,lineatus,Lithodytes lineatus,5.572452,-72.317428,Casanare,Boyacá,False
3235,Anura,Leptodactylidae,Pseudopaludicola,pusilla,Pseudopaludicola pusilla,6.7344,-74.21429,Santander,Antioquia,False
3236,Anura,Leptodactylidae,Pseudopaludicola,pusilla,Pseudopaludicola pusilla,6.7344,-74.21429,Santander,Antioquia,False
2596,Anura,Microhylidae,Chiasmocleis,hudsoni,Chiasmocleis hudsoni,2.05,-67.06253,Guainía,Amazonas,False
2599,Anura,Microhylidae,Chiasmocleis,hudsoni,Chiasmocleis hudsoni,2.05,-67.06253,Guainía,Amazonas,False
2600,Anura,Microhylidae,Chiasmocleis,hudsoni,Chiasmocleis hudsoni,2.05,-67.06253,Guainía,Amazonas,False
4645,Anura,Microhylidae,Elachistocleis,ovalis,Elachistocleis ovalis,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4652,Anura,Microhylidae,Elachistocleis,ovalis,Elachistocleis ovalis,5.89863,71.13598,Casanare,"[{'address_components': [{'long_name': '6JQHV4XP+F9', 'short_name': '6JQHV4XP+F9', 'types': ['plus_code']}], 'formatted_address': '6JQHV4XP+F9', 'geometry': {'bounds': {'northeast': {'lat': 5.89875, 'lng': 71.136}, 'southwest': {'lat': 5.898625, 'lng': 71.135875}}, 'location': {'lat': 5.89863, 'lng': 71.13598}, 'location_type': 'GEOMETRIC_CENTER', 'viewport': {'northeast': {'lat': 5.900036480291502, 'lng': 71.13728648029151}, 'southwest': {'lat': 5.897338519708498, 'lng': 71.1345885197085}}}, 'place_id': 'GhIJY9F0djKYF0ARPzp15bPIUUA', 'plus_code': {'global_code': '6JQHV4XP+F9'}, 'types': ['plus_code']}]",False
4925,Anura,Ranidae,Lithobates,catesbeianus,Lithobates catesbeianus,4.33242,-75.42515,Cundinamarca,Tolima,False
4977,Anura,Ranidae,Lithobates,palmipes,Lithobates palmipes,5.553593,-72.325166,Casanare,Boyacá,False
4944,Caudata,Plethodontidae,Bolitoglossa,phalarosoma,Bolitoglossa phalarosoma,6.06569,-75.21319,Antioquia,Cundinamarca,False
