ANDES-A,Order,Family,Genus,Species,,Latitude1,Longitude1,State,,
837,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1833330000,-69.9500000000,Amazonas,,
838,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1833330000,-69.9500000000,Amazonas,,
643,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
653,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
654,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
655,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
664,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
665,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
666,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
667,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
668,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444000,-69.9500000000,Amazonas,,
3779,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.8743170000,-70.1982590000,Amazonas,,
3780,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.8743170000,-70.1982590000,Amazonas,,
3840,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.8491640000,-70.2201090000,Amazonas,,
3847,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.8491640000,-70.2201090000,Amazonas,,
2365,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,1.1000000000,-75.5700000000,Caquetá,,
2366,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,1.1000000000,-75.5700000000,Caquetá,,
2367,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,1.1000000000,-75.5700000000,Caquetá,,
4737,Anura,Hylidae,Hiloscirtus,palmeri,Hiloscirtus palmeri,5.4341800000,-74.4335200000,Cundinamarca,,
4147,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9014160000,-74.5100799000,Cundinamarca,,
4149,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9014160000,-74.5100799000,Cundinamarca,,
4163,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9014160000,-74.5100799000,Cundinamarca,,
4164,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9014160000,-74.5100799000,Cundinamarca,,
4145,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9014260000,-74.5100870000,Cundinamarca,,
4146,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9017610000,-74.5111260000,Cundinamarca,,
4144,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9018119000,-74.5109799000,Cundinamarca,,
4411,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.7497400000,-74.6394600000,Tolima,,
4412,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.7497400000,-74.6394600000,Tolima,,
4413,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.7510500000,-74.6406300000,Tolima,,
3196,Anura,Hylidae,Hypsiboas,albomarginatus,Hypsiboas albomarginatus,6.4864400000,-74.4236500000,Antioquia,,
1607,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002000,-69.9240036000,Amazonas,,
1608,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002000,-69.9240036000,Amazonas,,
1609,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002000,-69.9240036000,Amazonas,,
1610,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002000,-69.9240036000,Amazonas,,
1611,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002000,-69.9240036000,Amazonas,,
3648,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,4.8570000000,-73.2641000000,Boyacá,,
3332,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,8.4003910000,-75.5830470000,Córdoba,,
1132,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,2.2709999000,-68.2649990000,Guainía,x,
3031,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,3.9889000000,-68.3245000000,Guainía,,
3370,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,10.4466670000,-74.4059060000,Magdalena,,
3352,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,10.4466670000,-74.4059060000,Magdalena,,
3407,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,10.4466670000,-74.4059060000,Magdalena,,
1752,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,3.2284900000,-73.8613500000,Meta,,
1444,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,5.3067870000,-74.9058000000,Tolima,,
1447,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,5.3067870000,-74.9058000000,Tolima,,
1445,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,5.3067870000,-74.9058000000,Tolima,,
1446,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,5.3067870000,-74.9058000000,Tolima,,
1135,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.1979999000,-70.2809980000,Vaupés,,
1133,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.2100000000,-70.6200030000,Vaupés,,
1136,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.2100000000,-70.6200030000,Vaupés,,
1134,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.2100000000,-70.6200030000,Vaupés,,
1137,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.2100000000,-70.6200030000,Vaupés,,
939,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.1059200000,-69.2500000000,Amazonas,,
1693,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.0000000000,-70.1500000000,Amazonas,,
1694,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.0000000000,-70.1500000000,Amazonas,,
1695,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.0000000000,-70.1500000000,Amazonas,,
2113,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-3.8643800000,-70.2041300000,Amazonas,,
3845,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-3.8491640000,-70.2201090000,Amazonas,,
868,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1241030000,-69.9412860000,Amazonas,,
642,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
673,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
674,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
699,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
734,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
748,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
776,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
777,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
778,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
779,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444000,-69.9500000000,Amazonas,,
1005,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.0030400000,-69.0950000000,Amazonas,,
2368,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,1.4900000000,-75.4100000000,Caquetá,,
2369,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,1.4900000000,-75.4100000000,Caquetá,,
2370,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,1.4900000000,-75.4100000000,Caquetá,,
3184,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,6.4864400000,-74.4236500000,Antioquia,,
3185,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,6.4864400000,-74.4236500000,Antioquia,,
3243,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4879740000,-75.1336720000,Atlántico,,
3338,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4879740000,-75.1336720000,Atlántico,,
3361,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4879740000,-75.1336720000,Atlántico,,
3365,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4879740000,-75.1336720000,Atlántico,,
3642,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7890200000,-73.2754400000,Boyacá,,
1888,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.8580000000,-73.2640000000,Boyacá,,
1873,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.8580000000,-73.2640000000,Boyacá,,
1875,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.8580000000,-73.2640000000,Boyacá,,
1874,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.8580000000,-73.2640000000,Boyacá,,
1894,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.8580000000,-73.2640000000,Boyacá,,
1507,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2108800000,-73.1332300000,Boyacá,,
1502,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2108800000,-73.1332500000,Boyacá,,
1509,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2108800000,-73.1332500000,Boyacá,,
1508,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2112000000,-73.1366670000,Boyacá,,
1506,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2151000000,-73.1337000000,Boyacá,,
1063,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7729500000,-73.0373700000,Casanare,,
1284,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7729500000,-73.0373700000,Casanare,,
1123,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.9093330000,-71.4286420000,Casanare,,
1122,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.9093330000,-71.4286420000,Casanare,,
1125,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.9093330000,-71.4286420000,Casanare,,
1120,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.9093330000,-71.4286420000,Casanare,,
1118,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.9093330000,-71.4286420000,Casanare,,
4646,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.8986300000,71.1359800000,Casanare,,
4649,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.8986300000,71.1359800000,Casanare,,
1542,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.9698667000,-75.5949167000,Córdoba,,
3334,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,8.4003910000,-75.5830470000,Córdoba,,
3335,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,8.4003910000,-75.5830470000,Córdoba,,
3336,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,8.4003910000,-75.5830470000,Córdoba,,
1590,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1591,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1589,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1587,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1588,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1510,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1511,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1513,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
1514,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3500000000,-74.2700000000,Cundinamarca,,
3062,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3584400000,-74.5648500000,Cundinamarca,,
3057,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3584400000,-74.5648500000,Cundinamarca,,
3063,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3584400000,-74.5649000000,Cundinamarca,,
3626,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3584400000,-74.5651000000,Cundinamarca,,
3064,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3598900000,-74.5659700000,Cundinamarca,,
3065,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.3598900000,-74.5659700000,Cundinamarca,,
3634,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3635,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3636,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3637,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3638,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3639,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3640,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
3641,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5435400000,-74.4369400000,Cundinamarca,,
1712,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.0599999000,-74.5950010000,Cundinamarca,,
3516,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,2.8368300000,-75.2872400000,Huila,,
3517,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,2.8368300000,-75.2872400000,Huila,,
3286,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,2.9423440000,-75.2816970000,Huila,,
2221,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.2182810000,-75.2392890000,Huila,,
1536,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5588700000,La Guajira,,
3482,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5588700000,La Guajira,,
3483,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5588700000,La Guajira,,
1537,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5588700000,La Guajira,,
3484,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5588700000,La Guajira,,
3485,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5499800000,La Guajira,,
3486,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.2512600000,-73.5499800000,La Guajira,,
3409,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,9.3268230000,-74.5687340000,Magdalena,,
3344,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,9.3268230000,-74.5687340000,Magdalena,,
3345,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,9.3268230000,-74.5687340000,Magdalena,,
3353,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4466670000,-74.4059060000,Magdalena,,
3371,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4466670000,-74.4059060000,Magdalena,,
3399,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.4466670000,-74.4059060000,Magdalena,,
1291,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.2280070000,-73.8573490000,Meta,,
1534,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.2282100000,-73.8517900000,Meta,,
1871,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.2282100000,-73.8517900000,Meta,,
1872,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.2282100000,-73.8517900000,Meta,,
1535,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.2282100000,-73.8517900000,Meta,,
3122,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5849840000,-71.0796980000,Meta,,
3120,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5849930000,-71.0797070000,Meta,,
2118,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5849950000,-71.0797090000,Meta,,
3625,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5849960000,-71.0797100000,Meta,,
2115,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5849970000,-71.0797110000,Meta,,
2116,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.5849970000,-71.0797110000,Meta,,
3222,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,6.7344000000,-74.2142900000,Santander,,
2651,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0777000000,-73.5502300000,Santander,,
2652,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0777000000,-73.5502300000,Santander,,
1453,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0793700000,-73.5520500000,Santander,,
1223,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0796000000,-73.5480000000,Santander,,
597,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0796000000,-73.5480000000,Santander,,
1533,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962000000,-73.4955000000,Santander,,
1538,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962000000,-73.4955000000,Santander,,
1539,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962000000,-73.4955000000,Santander,,
1540,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962000000,-73.4955000000,Santander,,
3955,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.1139600000,-74.5785000000,Tolima,,
4082,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.1370000000,-74.7200000000,Tolima,,
4083,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.1370000000,-74.7200000000,Tolima,,
3321,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.2633060000,-74.9158060000,Tolima,,
4823,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.4498730000,-75.2230610000,Tolima,,
4824,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.4498730000,-75.2230610000,Tolima,,
4827,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.4498730000,-75.2230610000,Tolima,,
3551,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7397800000,-73.8686800000,Tolima,,
3552,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7397800000,-73.8686800000,Tolima,,
3523,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7397800000,-73.8686800000,Tolima,,
3524,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.7397800000,-73.8686800000,Tolima,,
3531,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.0089000000,-74.9089500000,Tolima,,
3502,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.0089000000,-74.9089500000,Tolima,,
1832,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2627000000,-74.8894000000,Tolima,,
1831,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2627000000,-74.8894000000,Tolima,,
1833,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2627000000,-74.8894000000,Tolima,,
1526,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.3067870000,-74.9058000000,Tolima,,
1527,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.3067870000,-74.9058000000,Tolima,,
3823,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,6.1679550000,67.4985900000,Vichada,,
1636,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.1360002000,-69.9240036000,Amazonas,,
873,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.1241030000,-69.9412860000,Amazonas,,
874,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.1241030000,-69.9412860000,Amazonas,,
898,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.1241030000,-69.9412860000,Amazonas,,
957,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.1194900000,-69.9510400000,Amazonas,,
1637,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0000000000,-70.1500000000,Amazonas,,
1638,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0000000000,-70.1500000000,Amazonas,,
1639,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0000000000,-70.1500000000,Amazonas,,
1640,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0000000000,-70.1500000000,Amazonas,,
2377,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,1.1000000000,-75.5600000000,Caquetá,,
2379,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,1.1000000000,-75.5700000000,Caquetá,,
1631,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1360002000,-69.9240036000,Amazonas,,
1632,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1360002000,-69.9240036000,Amazonas,,
1633,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1360002000,-69.9240036000,Amazonas,,
881,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
882,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
906,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
907,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
908,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
909,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
910,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1241030000,-69.9412860000,Amazonas,,
1448,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,5.1166670000,-74.9666670000,Tolima,,
2508,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,1.3170000000,-70.3889999000,Vaupés,,
1643,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1360002000,-69.9240036000,Amazonas,,
1644,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1360002000,-69.9240036000,Amazonas,,
936,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1059200000,-69.2500000000,Amazonas,,
937,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1059200000,-69.2500000000,Amazonas,,
938,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1059200000,-69.2500000000,Amazonas,,
977,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.0030400000,-69.0950000000,Amazonas,,
978,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.0030400000,-69.0950000000,Amazonas,,
1002,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.0030400000,-69.0950000000,Amazonas,,
1003,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.0030400000,-69.0950000000,Amazonas,,
1004,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.0030400000,-69.0950000000,Amazonas,,
605,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1900000000,-69.9358333000,Amazonas,,
606,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1900000000,-69.9358333000,Amazonas,,
607,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1900000000,-69.9358333000,Amazonas,,
608,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1900000000,-69.9358333000,Amazonas,,
609,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1900000000,-69.9358333000,Amazonas,,
884,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1241030000,-69.9412860000,Amazonas,,
648,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1194444000,-69.9500000000,Amazonas,,
753,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1194444000,-69.9500000000,Amazonas,,
754,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1194444000,-69.9500000000,Amazonas,,
1574,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1166670000,-69.9500000000,Amazonas,,
