ANDES-A,Order,Family,Genus,Species,,Latitude1,Longitude1,State,,
4510,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0065400000,-74.9084500000,Tolima,,
4620,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0071000000,-74.9097000000,Tolima,,
4621,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0071000000,-74.9097000000,Tolima,,
4622,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0071000000,-74.9097000000,Tolima,,
3506,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3512,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3581,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3582,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3537,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3538,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3539,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3513,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3588,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3292,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3294,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3295,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3293,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
3296,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0089000000,-74.9089500000,Tolima,,
4506,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0278400000,-74.8842000000,Tolima,,
4509,Anura,Bufonidae,Rhinella,humboldti,Rhinella humboldti,5.0278400000,-74.8842000000,Tolima,,
1628,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1360002000,-69.9240036000,Amazonas,,
1629,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1360002000,-69.9240036000,Amazonas,,
1630,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1360002000,-69.9240036000,Amazonas,,
883,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1241030000,-69.9412860000,Amazonas,,
899,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1241030000,-69.9412860000,Amazonas,,
900,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1241030000,-69.9412860000,Amazonas,,
951,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194900000,-69.9510400000,Amazonas,,
644,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
645,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
646,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
742,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
743,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
744,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
787,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
788,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
789,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
790,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1194444000,-69.9500000000,Amazonas,,
2018,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
2055,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
1178,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
1179,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
2056,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
2057,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
2058,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
2059,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
1176,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
2073,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.1166670000,-69.9500000000,Amazonas,,
973,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.0030400000,-69.0950000000,Amazonas,,
974,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.0030400000,-69.0950000000,Amazonas,,
1001,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-4.0030400000,-69.0950000000,Amazonas,,
2087,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-3.8642100000,-70.2039600000,Amazonas,,
2088,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-3.8642100000,-70.2039600000,Amazonas,,
2089,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-3.8642100000,-70.2039600000,Amazonas,,
3839,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-3.8491640000,-70.2201090000,Amazonas,,
2288,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-3.6966900000,-70.5846100000,Amazonas,,
2289,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,-3.6966900000,-70.5846100000,Amazonas,,
3929,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,4.8480000000,-73.2872000000,Boyacá,,
1465,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.2010000000,-73.1834100000,Boyacá,,
1464,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.2010000000,-73.1834100000,Boyacá,,
1463,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.2010000000,-73.1834100000,Boyacá,,
1261,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.2941670000,-72.7061110000,Boyacá,,
4937,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.5666800000,-72.5837500000,Boyacá,,
3971,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.4130600000,-74.9958500000,Caldas,,
2340,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1000000000,-75.5700000000,Caquetá,,
2341,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1000000000,-75.5700000000,Caquetá,,
2339,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1000000000,-75.5700000000,Caquetá,,
2338,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.4900000000,-75.4100000000,Caquetá,,
5031,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.4445500000,-72.4767800000,Casanare,,
5032,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.4445500000,-72.4767800000,Casanare,,
5037,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.4612300000,-72.4831800000,Casanare,,
4972,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.5724520000,-72.3174280000,Casanare,,
1516,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,4.3500000000,-74.2700000000,Cundinamarca,,
3055,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,4.3584400000,-74.5648500000,Cundinamarca,,
2573,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,2.0500000000,-67.0625300000,Guainía,,
2574,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,2.0500000000,-67.0625300000,Guainía,,
2575,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,2.0500000000,-67.0625300000,Guainía,,
2572,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,2.1615600000,-68.1555100000,Guainía,,
5064,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,3.5319100000,-73.4021250000,Meta,,
2669,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,7.2334200000,-73.1960400000,Santander,,
3970,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,4.1112400000,-74.5773000000,Tolima,,
3954,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,4.1139600000,-74.5785000000,Tolima,,
3600,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,4.1140980000,-74.5735610000,Tolima,,
4439,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.0065400000,-74.0909140000,Tolima,,
1836,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.1416000000,-74.9000000000,Tolima,,
1837,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,5.2627000000,-74.8894000000,Tolima,,
2515,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1152700000,-70.1652800000,Vaupés,,
2516,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1152700000,-70.1652800000,Vaupés,,
2517,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1152700000,-70.1652800000,Vaupés,,
2518,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1152700000,-70.1652800000,Vaupés,,
2519,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1152700000,-70.1652800000,Vaupés,,
2520,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1152700000,-70.1652800000,Vaupés,,
4371,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1592500000,-70.2042000000,Vaupés,,
4370,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1611700000,-70.2039400000,Vaupés,,
4372,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1611700000,-70.2039400000,Vaupés,,
4367,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1619200000,-70.1951900000,Vaupés,,
4369,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1956600000,-70.1945100000,Vaupés,,
2510,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1979999000,-70.2809982000,Vaupés,,
2511,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1979999000,-70.2809982000,Vaupés,,
2512,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1979999000,-70.2809982000,Vaupés,,
2513,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1979999000,-70.2809982000,Vaupés,,
2514,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.1979999000,-70.2809982000,Vaupés,,
4368,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.2754300000,-70.1821200000,Vaupés,,
2509,Anura,Bufonidae,Rhinella,margaritifera,Rhinella margaritifera,1.3170000000,-70.3889999000,Vaupés,,
2084,Anura,Bufonidae,Rhinella,marina,Rhinella marina,-3.8642100000,-70.2039600000,Amazonas,,
2085,Anura,Bufonidae,Rhinella,marina,Rhinella marina,-3.8642100000,-70.2039600000,Amazonas,,
2086,Anura,Bufonidae,Rhinella,marina,Rhinella marina,-3.8642100000,-70.2039600000,Amazonas,,
3181,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.4864400000,-74.4236500000,Antioquia,,
3182,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.4864400000,-74.4236500000,Antioquia,,
3183,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.4864400000,-74.4236500000,Antioquia,,
3209,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.7186300000,-74.2765500000,Antioquia,,
3220,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.7344000000,-74.2142900000,Antioquia,,
3219,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.7344000000,-74.2142900000,Antioquia,,
3221,Anura,Bufonidae,Rhinella,marina,Rhinella marina,6.7344000000,-74.2142900000,Antioquia,,
3412,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4879740000,-75.1336720000,Atlántico,,
3386,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4879740000,-75.1336720000,Atlántico,,
3413,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4879740000,-75.1336720000,Atlántico,,
3414,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4879740000,-75.1336720000,Atlántico,,
1800,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2010000000,-73.1834100000,Boyacá,,
1801,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2010000000,-73.1834100000,Boyacá,,
1802,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2112000000,-73.1366600000,Boyacá,x,
1803,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2112000000,-73.1366600000,Boyacá,,
4933,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.5606500000,-72.5807300000,Boyacá,,
4934,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.5606500000,-72.5807300000,Boyacá,,
4941,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.8355100000,-73.5830000000,Boyacá,,
3977,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.4121900000,-74.9949400000,Caldas,,
2335,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.4900000000,-75.4100000000,Caquetá,,
2336,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.4900000000,-75.4000000000,Caquetá,,
2337,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.4900000000,-75.4000000000,Caquetá,,
1917,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7729500000,-73.0373700000,Casanare,,
1805,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7729500000,-73.0373700000,Casanare,,
1918,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7729500000,-73.0373700000,Casanare,,
1806,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7729500000,-73.0373700000,Casanare,,
4987,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.5858870000,-72.2311450000,Casanare,,
3410,Anura,Bufonidae,Rhinella,marina,Rhinella marina,8.4003910000,-75.5830470000,Córdoba,,
4662,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.3324200000,-75.4251500000,Cundinamarca,,
3046,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.3584400000,-74.5648500000,Cundinamarca,,
3047,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.3584400000,-74.5648500000,Cundinamarca,,
3048,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.3584400000,-74.5648500000,Cundinamarca,,
3540,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8368300000,-75.2872400000,Huila,,
3541,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8368300000,-75.2872400000,Huila,,
3542,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8368300000,-75.2872400000,Huila,,
3514,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8368300000,-75.2872400000,Huila,,
3515,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8368300000,-75.2872400000,Huila,,
3158,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8441000000,-75.3327900000,Huila,,
3159,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8441000000,-75.3327900000,Huila,,
3160,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8441000000,-75.3327900000,Huila,,
3161,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8441000000,-75.3327900000,Huila,,
3162,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8441000000,-75.3327900000,Huila,,
3163,Anura,Bufonidae,Rhinella,marina,Rhinella marina,2.8441000000,-75.3327900000,Huila,,
3397,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4466670000,-74.4059060000,Magdalena,,
3372,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4466670000,-74.4059060000,Magdalena,,
3415,Anura,Bufonidae,Rhinella,marina,Rhinella marina,10.4466670000,-74.4059060000,Magdalena,,
1799,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.2282100000,-73.8517900000,Meta,,
1909,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.2282100000,-73.8517900000,Meta,,
1902,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.2613200000,-73.8537000000,Meta,,
1903,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.2613200000,-73.8537000000,Meta,,
1804,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.2613200000,-73.8537000000,Meta,,
1081,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.2613200000,-73.8537000000,Meta,,
4519,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4522,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4523,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4524,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4525,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4526,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4527,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4528,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4529,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4530,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4531,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.0730000000,-73.5824000000,Meta,,
4633,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1130100000,-73.6197400000,Meta,,
3917,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2617900000,-73.5720300000,Meta,,
3918,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2617900000,-73.5720300000,Meta,,
3919,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2617900000,-73.5720300000,Meta,,
1794,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.9028200000,-73.6949500000,Santander,,
1795,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.9028200000,-73.6949500000,Santander,,
1796,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.9028200000,-73.6949500000,Santander,,
3277,Anura,Bufonidae,Rhinella,marina,Rhinella marina,7.1685220000,-73.8473970000,Santander,,
3278,Anura,Bufonidae,Rhinella,marina,Rhinella marina,7.1685220000,-73.8473970000,Santander,,
3279,Anura,Bufonidae,Rhinella,marina,Rhinella marina,7.1685220000,-73.8473970000,Santander,,
1797,Anura,Bufonidae,Rhinella,marina,Rhinella marina,7.3962000000,-73.4955000000,Santander,,
1798,Anura,Bufonidae,Rhinella,marina,Rhinella marina,7.3962000000,-73.4955000000,Santander,,
3602,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3598,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3599,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3607,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3603,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3604,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3605,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3606,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.1140980000,-74.5735610000,Tolima,,
3455,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2795000000,-74.9015830000,Tolima,,
3456,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2795000000,-74.9015830000,Tolima,,
3459,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2795000000,-74.9015830000,Tolima,,
3457,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2795000000,-74.9015830000,Tolima,,
3458,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.2795000000,-74.9015830000,Tolima,,
3519,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7397800000,-73.8686800000,Tolima,,
3520,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7397800000,-73.8686800000,Tolima,,
3529,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7397800000,-73.8686800000,Tolima,,
3589,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7397800000,-73.8686800000,Tolima,,
3530,Anura,Bufonidae,Rhinella,marina,Rhinella marina,4.7397800000,-73.8686800000,Tolima,,
3503,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3509,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3528,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3566,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3567,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3568,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3569,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3570,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3571,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3572,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3298,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3301,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3299,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
3300,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.0089000000,-74.9089500000,Tolima,,
1905,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2627000000,-74.8894000000,Tolima,,
1906,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2627000000,-74.8894000000,Tolima,,
1907,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2627000000,-74.8894000000,Tolima,,
1908,Anura,Bufonidae,Rhinella,marina,Rhinella marina,5.2635000000,-74.8910000000,Tolima,,
4373,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.1579400000,-70.2023200000,Vaupés,,
2498,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.2100000000,-70.6200030000,Vaupés,,
2499,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.2100000000,-70.6200030000,Vaupés,,
2497,Anura,Bufonidae,Rhinella,marina,Rhinella marina,1.2580000000,-70.2369995000,Vaupés,,
3002,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.9889000000,-68.3245000000,Vichada,,
3003,Anura,Bufonidae,Rhinella,marina,Rhinella marina,3.9889000000,-68.3245000000,Vichada,,
1389,Anura,Bufonidae,Rhinella,marinus,Rhinella marinus,2.6854030000,-74.0540270000,Meta,,
2074,Anura,Bufonidae,Rhinella,proboscidea,Rhinella proboscidea,-4.1166670000,-69.9500000000,Amazonas,,
1722,Anura,Bufonidae,Rhinella,roqueana,Rhinella roqueana,-4.1194900000,-69.9510400000,Amazonas,,
1723,Anura,Bufonidae,Rhinella,roqueana,Rhinella roqueana,-4.1194900000,-69.9510400000,Amazonas,,
1724,Anura,Bufonidae,Rhinella,roqueana,Rhinella roqueana,-4.0030400000,-69.0950000000,Amazonas,,
1725,Anura,Bufonidae,Rhinella,roqueana,Rhinella roqueana,-4.0030400000,-69.0950000000,Amazonas,,
1729,Anura,Bufonidae,Rhinella,roqueana,Rhinella roqueana,-4.0030400000,-69.0950000000,Amazonas,,
1726,Anura,Bufonidae,Rhinella,roqueana,Rhinella roqueana,-4.0030400000,-69.0950000000,Amazonas,,
2409,Anura,Centrolenidae,Centrolene,buckleyi,Centrolene buckleyi,4.7471667000,-73.9988889000,Cundinamarca,,
3860,Anura,Centrolenidae,Centrolene,daidalea,Centrolene daidalea,7.4711944000,-72.6277778000,Norte de Santander,,
2670,Anura,Centrolenidae,Centrolene,daidalleum,Centrolene daidalleum,7.3281200000,-73.0201200000,Santander,,
3981,Anura,Centrolenidae,Centrolene,savagei,Centrolene savagei,5.4083400000,-74.9987900000,Caldas,,
4424,Anura,Centrolenidae,Centrolene,savagei,Centrolene savagei,3.7497400000,-74.6394600000,Tolima,,
3629,Anura,Centrolenidae,Cochranella,flavopunctata,Cochranella flavopunctata,4.8569000000,-73.2638000000,Boyacá,,
3632,Anura,Centrolenidae,Cochranella,flavopunctata,Cochranella flavopunctata,4.8569000000,-73.2641000000,Boyacá,,
3630,Anura,Centrolenidae,Cochranella,flavopunctata,Cochranella flavopunctata,4.8570000000,-73.2641000000,Boyacá,,
3631,Anura,Centrolenidae,Cochranella,flavopunctata,Cochranella flavopunctata,4.8570000000,-73.2641000000,Boyacá,,
4940,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8355100000,-73.5830000000,Boyacá,,
4938,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8464400000,-73.5729200000,Boyacá,,
1898,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8670000000,-73.6741900000,Santander,,
1899,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8670000000,-73.6741900000,Santander,,
1900,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8670000000,-73.6741900000,Santander,,
1750,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8822000000,-73.6775000000,Santander,,
1966,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8822000000,-73.6775000000,Santander,,
1751,Anura,Centrolenidae,Espadarana,andina,Espadarana andina,5.8822000000,-73.6775000000,Santander,,
