,ANDES-A,Order,Family,Genus,Species,Genus_species,Latitude1,Longitude1,State,State_from_coord,Is_correct,Wikipedia,Photo,Common_name,Phylum
1698,1031,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.0796,-73.548,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1699,1450,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.0796,-73.548,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1700,3269,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.168522,-73.847397,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1701,3273,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.168522,-73.847397,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1702,3270,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.168522,-73.847397,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1703,3274,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.168522,-73.847397,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1704,3271,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.168522,-73.847397,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1705,1296,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.3962,-73.4955,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1706,1275,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.3962,-73.4955,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1707,1301,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.3962,-73.4955,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1708,1297,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.3962,-73.4955,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1709,1279,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.3962,-73.4955,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1710,1298,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,7.3962,-73.4955,Santander,Santander,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1711,3256,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,8.657347,-75.135517,Sucre,Sucre,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1712,3257,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,8.657347,-75.135517,Sucre,Sucre,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1713,3258,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,8.657347,-75.135517,Sucre,Sucre,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1714,3264,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,8.657347,-75.135517,Sucre,Sucre,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1715,3265,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,8.657347,-75.135517,Sucre,Sucre,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1716,3266,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,8.657347,-75.135517,Sucre,Sucre,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1717,4992,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,4.093444,-74.785139,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1718,3320,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,4.263306,-74.915806,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1719,3553,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1720,3554,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1721,3555,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1722,3556,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1723,3557,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1724,3558,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1725,3559,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1726,3560,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1727,3561,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1728,3505,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.0089,-74.90895,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1729,1826,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.2627,-74.8894,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1730,1830,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.2627,-74.8894,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1731,1828,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.2627,-74.8894,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1732,1827,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.2627,-74.8894,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1733,1829,Anura,Hylidae,Dendropsophus,microcephalus,Dendropsophus microcephalus,5.2627,-74.8894,Tolima,Tolima,True,http://en.wikipedia.org/wiki/Dendropsophus_microcephalus,https://static.inaturalist.org/photos/367771/medium.jpg,Rana de árbol amarilla,Chordata
1734,3775,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,4.858881,-73.2657349,Boyacá,Boyacá,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1735,2363,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,1.09,-75.57,Caquetá,Caquetá,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1736,2362,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,1.1,-75.57,Caquetá,Caquetá,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1737,5028,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,5.44455,-72.47678,Casanare,Casanare,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1738,5034,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,5.44455,-72.47678,Casanare,Casanare,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1739,4986,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,5.585887,-72.231145,Casanare,Casanare,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1740,5056,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,3.53191,-73.402125,Meta,Meta,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1741,4304,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,1.2353,-70.21213,Vaupés,Vaupés,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1742,4305,Anura,Hylidae,Dendropsophus,minutus,Dendropsophus minutus,1.2353,-70.21213,Vaupés,Vaupés,True,,https://static.inaturalist.org/photos/162817729/medium.jpg,Ranita Amarilla Comun,Chordata
1743,4500,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,5.491944,-73.3644,Boyacá,Boyacá,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1744,4495,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,5.6889,-73.2522,Boyacá,Boyacá,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1745,4496,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,5.6889,-73.2522,Boyacá,Boyacá,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1746,4497,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,5.6889,-73.2522,Boyacá,Boyacá,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1747,4498,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,5.6889,-73.2522,Boyacá,Boyacá,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1748,4499,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,5.6889,-73.2522,Boyacá,Boyacá,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1749,4131,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82416,-74.3966,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1750,4135,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82416,-74.3966,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1751,4136,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82416,-74.3966,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1752,4137,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82416,-74.3966,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1753,4134,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82421,-74.39641,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1754,4132,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82423,-74.3961,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1755,4133,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,3.82423,-74.3961,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1756,4387,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.565,-74.006,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1757,4393,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.565,-74.006,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1758,4394,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.565,-74.006,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1759,4388,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.6405556,-74.0822222,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1760,4389,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.6405556,-74.0822222,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1761,4390,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.6405556,-74.0822222,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1762,4391,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.6405556,-74.0822222,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1763,4392,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.6405556,-74.0822222,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1764,4138,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.942222,-74.010556,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1765,4139,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.942222,-74.010556,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1766,4140,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.942222,-74.010556,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1767,4141,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.942222,-74.010556,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1768,4142,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.942222,-74.010556,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1769,4143,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,4.942222,-74.010556,Cundinamarca,Cundinamarca,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1770,3869,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,7.4186667,-72.6160833,Norte de Santander,Norte de Santander,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1771,3870,Anura,Hylidae,Dendropsophus,molitor,Dendropsophus molitor,7.4186667,-72.6160833,Norte de Santander,Norte de Santander,True,https://en.wikipedia.org/wiki/Dendropsophus_molitor,https://static.inaturalist.org/photos/33370/medium.JPG,Rana sabanera,Chordata
1772,679,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1773,680,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1774,681,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1775,682,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1776,683,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1777,684,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1778,685,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1779,686,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1780,687,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1781,688,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1782,689,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1783,3782,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,-3.874317,-70.198259,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1784,2360,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,1.1,-75.57,Caquetá,Caquetá,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1785,2361,Anura,Hylidae,Dendropsophus,parviceps,Dendropsophus parviceps,1.1,-75.57,Caquetá,Caquetá,True,http://en.wikipedia.org/wiki/Dendropsophus_parviceps,https://inaturalist-open-data.s3.amazonaws.com/photos/12534456/medium.jpg,Ranita Caricorta,Chordata
1786,3781,Anura,Hylidae,Dendropsophus,reticulatus,Dendropsophus reticulatus,-3.874317,-70.198259,Amazonas,Amazonas,True,,https://inaturalist-open-data.s3.amazonaws.com/photos/65496273/medium.jpeg,Ranita reticulada,Chordata
1787,770,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.19,-69.9358333,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1788,1950,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1195556,-69.9506667,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1789,757,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1790,771,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1791,783,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1792,784,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1793,785,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1794,786,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1194444,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1795,1985,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.116667,-69.95,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1796,1951,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1067222,-69.9492778,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1797,1952,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,-4.1067222,-69.9492778,Amazonas,Amazonas,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
1798,2364,Anura,Hylidae,Dendropsophus,rhodopeplus,Dendropsophus rhodopeplus,1.49,-75.41,Caquetá,Caquetá,True,http://en.wikipedia.org/wiki/Dendropsophus_rhodopeplus,https://inaturalist-open-data.s3.amazonaws.com/photos/145230/medium.jpg,Ranita bandeada,Chordata
