,ANDES-A,Order,Family,Genus,Species,Genus_species,Latitude1,Longitude1,State,State_from_coord,Is_correct,Wikipedia,Photo,Common_name,Phylum
196,2960,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
197,2961,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
198,2962,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
199,2963,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
200,2964,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
201,2965,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
202,2922,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
203,2966,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
204,2967,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
205,2925,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
206,2969,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
207,2970,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
208,2971,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
209,2972,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
210,2985,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
211,2973,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
212,2974,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
213,2926,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
214,2927,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
215,2928,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
216,2975,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
217,2929,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
218,2930,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
219,2976,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
220,2931,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,4.87327,-74.44341,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
221,2774,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
222,2775,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
223,2776,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
224,2777,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
225,2778,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
226,2779,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
227,2780,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
228,2781,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
229,2889,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
230,2890,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
231,2891,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
232,2892,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
233,2893,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
234,2894,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
235,2895,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
236,2896,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
237,2897,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
238,2898,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
239,2899,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
240,2900,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
241,2901,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
242,2902,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
243,2903,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
244,2904,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
245,2905,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
246,2906,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
247,2907,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.07398,-74.57104,Cundinamarca,Cundinamarca,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
248,1921,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.867,-73.67419,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
249,1482,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.867,-73.67419,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
250,1476,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
251,1477,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
252,1478,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
253,1479,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
254,1973,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
255,1480,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
256,1838,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
257,1396,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
258,1937,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
259,1483,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
260,1484,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
261,4425,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,5.8822,-73.6775,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
262,2735,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
263,2737,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
264,2738,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
265,2739,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
266,2740,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
267,2741,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
268,2742,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
269,2743,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
270,2744,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
271,2745,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
272,2832,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
273,2833,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
274,2834,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
275,2835,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
276,2836,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
277,2837,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
278,2838,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
279,2839,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
280,2840,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
281,2841,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
282,2842,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
283,2843,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
284,2844,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
285,2845,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
286,2846,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
287,2847,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
288,2852,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
289,2848,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
290,2849,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
291,2850,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
292,2851,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.34536,-73.30647,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
293,2712,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
294,2713,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
295,2714,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
296,2715,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
297,2716,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
298,2717,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
299,2718,Anura,Aromobatidae,Rheobates,palmatus,Rheobates palmatus,6.67232,-73.61441,Santander,Santander,True,http://en.wikipedia.org/wiki/Rheobates_palmatus,https://inaturalist-open-data.s3.amazonaws.com/photos/227765240/medium.jpg,,Chordata
