ANDES-A,Order,Family,Genus,Species,Genus_species,Latitude1,Longitude1,State,State_from_coord,Is_correct
1995,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.214222,-69.933389,Amazonas,Amazonas,True
837,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.183333,-69.95,Amazonas,Amazonas,True
838,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.183333,-69.95,Amazonas,Amazonas,True
643,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
653,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
654,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
655,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
664,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
665,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
666,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
667,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
668,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-4.1194444,-69.95,Amazonas,Amazonas,True
3779,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.874317,-70.198259,Amazonas,Amazonas,True
3780,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.874317,-70.198259,Amazonas,Amazonas,True
3840,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.849164,-70.220109,Amazonas,Amazonas,True
3847,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,-3.849164,-70.220109,Amazonas,Amazonas,True
2365,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,1.1,-75.57,Caquetá,Caquetá,True
2366,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,1.1,-75.57,Caquetá,Caquetá,True
2367,Anura,Hylidae,Dendropsophus,triangulum,Dendropsophus triangulum,1.1,-75.57,Caquetá,Caquetá,True
4737,Anura,Hylidae,Hiloscirtus,palmeri,Hiloscirtus palmeri,5.43418,-74.43352,Cundinamarca,Cundinamarca,True
4147,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.901416,-74.5100799,Cundinamarca,Cundinamarca,True
4149,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.901416,-74.5100799,Cundinamarca,Cundinamarca,True
4163,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.901416,-74.5100799,Cundinamarca,Cundinamarca,True
4164,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.901416,-74.5100799,Cundinamarca,Cundinamarca,True
4145,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.901426,-74.510087,Cundinamarca,Cundinamarca,True
4146,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.901761,-74.511126,Cundinamarca,Cundinamarca,True
4144,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.9018119,-74.5109799,Cundinamarca,Cundinamarca,True
4411,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.74974,-74.63946,Tolima,Tolima,True
4412,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.74974,-74.63946,Tolima,Tolima,True
4413,Anura,Hylidae,Hyloscirtus,bogotensis,Hyloscirtus bogotensis,3.75105,-74.64063,Tolima,Tolima,True
3196,Anura,Hylidae,Hypsiboas,albomarginatus,Hypsiboas albomarginatus,6.48644,-74.42365,Antioquia,Antioquia,True
1607,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1608,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1609,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1610,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1611,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,-4.1360002,-69.9240036,Amazonas,Amazonas,True
3648,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,4.857,-73.2641,Boyacá,Boyacá,True
3332,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,8.400391,-75.583047,Córdoba,Córdoba,True
1132,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,2.2709999,-68.264999,Guainía,Guainía,True
3370,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,10.446667,-74.405906,Magdalena,Magdalena,True
3352,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,10.446667,-74.405906,Magdalena,Magdalena,True
3407,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,10.446667,-74.405906,Magdalena,Magdalena,True
1752,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,3.22849,-73.86135,Meta,Meta,True
1135,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.1979999,-70.280998,Vaupés,Vaupés,True
1133,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.21,-70.620003,Vaupés,Vaupés,True
1136,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.21,-70.620003,Vaupés,Vaupés,True
1134,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.21,-70.620003,Vaupés,Vaupés,True
1137,Anura,Hylidae,Hypsiboas,boans,Hypsiboas boans,1.21,-70.620003,Vaupés,Vaupés,True
939,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.10592,-69.25,Amazonas,Amazonas,True
1693,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.0,-70.15,Amazonas,Amazonas,True
1694,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.0,-70.15,Amazonas,Amazonas,True
1695,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-4.0,-70.15,Amazonas,Amazonas,True
2113,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-3.86438,-70.20413,Amazonas,Amazonas,True
3845,Anura,Hylidae,Hypsiboas,calcaratus,Hypsiboas calcaratus,-3.849164,-70.220109,Amazonas,Amazonas,True
868,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.124103,-69.941286,Amazonas,Amazonas,True
642,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
673,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
674,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
699,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
734,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
748,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
776,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
777,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
778,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
779,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.1194444,-69.95,Amazonas,Amazonas,True
1005,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,-4.00304,-69.095,Amazonas,Amazonas,True
2368,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,1.49,-75.41,Caquetá,Caquetá,True
2369,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,1.49,-75.41,Caquetá,Caquetá,True
2370,Anura,Hylidae,Hypsiboas,cinerascens,Hypsiboas cinerascens,1.49,-75.41,Caquetá,Caquetá,True
3184,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,6.48644,-74.42365,Antioquia,Antioquia,True
3185,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,6.48644,-74.42365,Antioquia,Antioquia,True
3243,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.487974,-75.133672,Atlántico,Atlántico,True
3338,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.487974,-75.133672,Atlántico,Atlántico,True
3361,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.487974,-75.133672,Atlántico,Atlántico,True
3365,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.487974,-75.133672,Atlántico,Atlántico,True
3642,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.78902,-73.27544,Boyacá,Boyacá,True
1888,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.858,-73.264,Boyacá,Boyacá,True
1873,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.858,-73.264,Boyacá,Boyacá,True
1875,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.858,-73.264,Boyacá,Boyacá,True
1874,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.858,-73.264,Boyacá,Boyacá,True
1894,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.858,-73.264,Boyacá,Boyacá,True
1507,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.21088,-73.13323,Boyacá,Boyacá,True
1502,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.21088,-73.13325,Boyacá,Boyacá,True
1509,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.21088,-73.13325,Boyacá,Boyacá,True
1508,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2112,-73.136667,Boyacá,Boyacá,True
1506,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2151,-73.1337,Boyacá,Boyacá,True
1063,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.77295,-73.03737,Casanare,Casanare,True
1284,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.77295,-73.03737,Casanare,Casanare,True
1123,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.909333,-71.428642,Casanare,Casanare,True
1122,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.909333,-71.428642,Casanare,Casanare,True
1125,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.909333,-71.428642,Casanare,Casanare,True
1120,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.909333,-71.428642,Casanare,Casanare,True
1118,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.909333,-71.428642,Casanare,Casanare,True
1542,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.9698667,-75.5949167,Córdoba,Córdoba,True
3334,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,8.400391,-75.583047,Córdoba,Córdoba,True
3335,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,8.400391,-75.583047,Córdoba,Córdoba,True
3336,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,8.400391,-75.583047,Córdoba,Córdoba,True
1590,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1591,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1589,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1587,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1588,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1510,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1511,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1513,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
1514,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35,-74.27,Cundinamarca,Cundinamarca,True
3062,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35844,-74.56485,Cundinamarca,Cundinamarca,True
3057,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35844,-74.56485,Cundinamarca,Cundinamarca,True
3063,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35844,-74.5649,Cundinamarca,Cundinamarca,True
3626,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35844,-74.5651,Cundinamarca,Cundinamarca,True
3064,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35989,-74.56597,Cundinamarca,Cundinamarca,True
3065,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.35989,-74.56597,Cundinamarca,Cundinamarca,True
3634,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3635,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3636,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3637,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3638,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3639,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3640,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
3641,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.54354,-74.43694,Cundinamarca,Cundinamarca,True
1712,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.0599999,-74.595001,Cundinamarca,Cundinamarca,True
3516,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,2.83683,-75.28724,Huila,Huila,True
3517,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,2.83683,-75.28724,Huila,Huila,True
3286,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,2.942344,-75.281697,Huila,Huila,True
2221,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.218281,-75.239289,Huila,Huila,True
1536,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.55887,La Guajira,La Guajira,True
3482,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.55887,La Guajira,La Guajira,True
3483,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.55887,La Guajira,La Guajira,True
1537,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.55887,La Guajira,La Guajira,True
3484,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.55887,La Guajira,La Guajira,True
3485,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.54998,La Guajira,La Guajira,True
3486,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,11.25126,-73.54998,La Guajira,La Guajira,True
3409,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,9.326823,-74.568734,Magdalena,Magdalena,True
3344,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,9.326823,-74.568734,Magdalena,Magdalena,True
3345,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,9.326823,-74.568734,Magdalena,Magdalena,True
3353,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.446667,-74.405906,Magdalena,Magdalena,True
3371,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.446667,-74.405906,Magdalena,Magdalena,True
3399,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,10.446667,-74.405906,Magdalena,Magdalena,True
1291,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.228007,-73.857349,Meta,Meta,True
1534,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.22821,-73.85179,Meta,Meta,True
1871,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.22821,-73.85179,Meta,Meta,True
1872,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.22821,-73.85179,Meta,Meta,True
1535,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,3.22821,-73.85179,Meta,Meta,True
3122,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.584984,-71.079698,Meta,Meta,True
3120,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.584993,-71.079707,Meta,Meta,True
2118,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.584995,-71.079709,Meta,Meta,True
3625,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.584996,-71.07971,Meta,Meta,True
2115,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.584997,-71.079711,Meta,Meta,True
2116,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.584997,-71.079711,Meta,Meta,True
2651,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0777,-73.55023,Santander,Santander,True
2652,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0777,-73.55023,Santander,Santander,True
1453,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.07937,-73.55205,Santander,Santander,True
1223,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0796,-73.548,Santander,Santander,True
597,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.0796,-73.548,Santander,Santander,True
1533,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962,-73.4955,Santander,Santander,True
1538,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962,-73.4955,Santander,Santander,True
1539,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962,-73.4955,Santander,Santander,True
1540,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,7.3962,-73.4955,Santander,Santander,True
3955,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.11396,-74.5785,Tolima,Tolima,True
4082,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.137,-74.72,Tolima,Tolima,True
4083,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.137,-74.72,Tolima,Tolima,True
3321,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.263306,-74.915806,Tolima,Tolima,True
4823,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.449873,-75.223061,Tolima,Tolima,True
4824,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.449873,-75.223061,Tolima,Tolima,True
4827,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,4.449873,-75.223061,Tolima,Tolima,True
3531,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.0089,-74.90895,Tolima,Tolima,True
3502,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.0089,-74.90895,Tolima,Tolima,True
1832,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2627,-74.8894,Tolima,Tolima,True
1831,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2627,-74.8894,Tolima,Tolima,True
1833,Anura,Hylidae,Hypsiboas,crepitans,Hypsiboas crepitans,5.2627,-74.8894,Tolima,Tolima,True
1636,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.1360002,-69.9240036,Amazonas,Amazonas,True
873,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.124103,-69.941286,Amazonas,Amazonas,True
874,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.124103,-69.941286,Amazonas,Amazonas,True
898,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.124103,-69.941286,Amazonas,Amazonas,True
957,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.11949,-69.95104,Amazonas,Amazonas,True
1637,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0,-70.15,Amazonas,Amazonas,True
1638,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0,-70.15,Amazonas,Amazonas,True
1639,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0,-70.15,Amazonas,Amazonas,True
1640,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,-4.0,-70.15,Amazonas,Amazonas,True
2377,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,1.1,-75.56,Caquetá,Caquetá,True
2379,Anura,Hylidae,Hypsiboas,fasciatus,Hypsiboas fasciatus,1.1,-75.57,Caquetá,Caquetá,True
1631,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1632,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1633,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.1360002,-69.9240036,Amazonas,Amazonas,True
881,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
882,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
906,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
907,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
908,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
909,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
910,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,-4.124103,-69.941286,Amazonas,Amazonas,True
1448,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,5.116667,-74.966667,Tolima,Tolima,True
2508,Anura,Hylidae,Hypsiboas,geographicus,Hypsiboas geographicus,1.317,-70.3889999,Vaupés,Vaupés,True
1643,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1644,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.1360002,-69.9240036,Amazonas,Amazonas,True
936,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.10592,-69.25,Amazonas,Amazonas,True
937,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.10592,-69.25,Amazonas,Amazonas,True
938,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.10592,-69.25,Amazonas,Amazonas,True
977,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.00304,-69.095,Amazonas,Amazonas,True
978,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.00304,-69.095,Amazonas,Amazonas,True
1002,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.00304,-69.095,Amazonas,Amazonas,True
1003,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.00304,-69.095,Amazonas,Amazonas,True
1004,Anura,Hylidae,Hypsiboas,hobbsi,Hypsiboas hobbsi,-4.00304,-69.095,Amazonas,Amazonas,True
605,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.19,-69.9358333,Amazonas,Amazonas,True
606,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.19,-69.9358333,Amazonas,Amazonas,True
607,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.19,-69.9358333,Amazonas,Amazonas,True
608,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.19,-69.9358333,Amazonas,Amazonas,True
609,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.19,-69.9358333,Amazonas,Amazonas,True
884,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.124103,-69.941286,Amazonas,Amazonas,True
648,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1194444,-69.95,Amazonas,Amazonas,True
753,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1194444,-69.95,Amazonas,Amazonas,True
754,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.1194444,-69.95,Amazonas,Amazonas,True
1574,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.116667,-69.95,Amazonas,Amazonas,True
1575,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.116667,-69.95,Amazonas,Amazonas,True
927,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.10592,-69.25,Amazonas,Amazonas,True
928,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.10592,-69.25,Amazonas,Amazonas,True
929,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-4.10592,-69.25,Amazonas,Amazonas,True
2112,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-3.86422,-70.20397,Amazonas,Amazonas,True
2290,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-3.69459,-70.58034,Amazonas,Amazonas,True
2158,Anura,Hylidae,Hypsiboas,lanciformis,Hypsiboas lanciformis,-1.4,-72.8,Amazonas,Amazonas,True
