ANDES-A,Order,Family,Genus,Species,Genus_species,Latitude1,Longitude1,State,State_from_coord,Is_correct
4216,Anura,Craugastoridae,Pristimantis,elegans,Pristimantis elegans,4.47852,-73.7308,Meta,Meta,True
4695,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42135,-74.44216,Cundinamarca,Cundinamarca,True
4768,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42163,-74.44216,Cundinamarca,Cundinamarca,True
4696,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42163,-74.44216,Cundinamarca,Cundinamarca,True
4766,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42385,-74.44106,Cundinamarca,Cundinamarca,True
4701,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4915,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4703,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4704,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4769,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4705,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4706,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4714,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.42995,-74.44485,Cundinamarca,Cundinamarca,True
4715,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43001,-74.44485,Cundinamarca,Cundinamarca,True
4698,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4699,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4669,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.4301,-74.44465,Cundinamarca,Cundinamarca,True
4673,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43014,-74.44504,Cundinamarca,Cundinamarca,True
4708,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43046,-74.44404,Cundinamarca,Cundinamarca,True
4691,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.4327,-74.44282,Cundinamarca,Cundinamarca,True
4713,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43376,-74.43322,Cundinamarca,Cundinamarca,True
4712,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43531,-74.43462,Cundinamarca,Cundinamarca,True
4711,Anura,Craugastoridae,Pristimantis,fallax,Pristimantis fallax,5.43597,-74.44116,Cundinamarca,Cundinamarca,True
5016,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,5.40274,-72.49946,Casanare,Casanare,True
4946,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.20916,-73.81474,Cundinamarca,Cundinamarca,True
4923,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.2112,-73.81546,Cundinamarca,Cundinamarca,True
4839,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.2112,-73.81546,Cundinamarca,Cundinamarca,True
4844,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.2165,-73.81332,Cundinamarca,Cundinamarca,True
4850,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.21896,-73.81541,Cundinamarca,Cundinamarca,True
4849,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.21951,-73.81566,Cundinamarca,Cundinamarca,True
4847,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.22097,-73.81678,Cundinamarca,Cundinamarca,True
4113,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.5161111,-73.44138,Cundinamarca,Cundinamarca,True
1784,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,3.22821,-73.85179,Meta,Meta,True
1785,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,3.22821,-73.85179,Meta,Meta,True
1786,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,3.22821,-73.85179,Meta,Meta,True
83,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.249,-73.583,Meta,Meta,True
84,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.249,-73.583,Meta,Meta,True
4197,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46089,-73.71861,Meta,Meta,True
4198,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46089,-73.71861,Meta,Meta,True
4199,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46089,-73.71861,Meta,Meta,True
4201,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46089,-73.71861,Meta,Meta,True
4196,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46097,-73.71867,Meta,Meta,True
4200,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46097,-73.7185,Meta,Meta,True
4202,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46097,-73.7185,Meta,Meta,True
4203,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46097,-73.71867,Meta,Meta,True
4204,Anura,Craugastoridae,Pristimantis,frater,Pristimantis frater,4.46097,-73.71867,Meta,Meta,True
494,Anura,Craugastoridae,Pristimantis,gaigei,Pristimantis gaigei,6.82,-75.1477778,Antioquia,Antioquia,True
3042,Anura,Craugastoridae,Pristimantis,gaigei,Pristimantis gaigei,4.35844,-74.56485,Cundinamarca,Cundinamarca,True
3043,Anura,Craugastoridae,Pristimantis,gaigei,Pristimantis gaigei,4.35844,-74.56485,Cundinamarca,Cundinamarca,True
3044,Anura,Craugastoridae,Pristimantis,gaigei,Pristimantis gaigei,4.35844,-74.56485,Cundinamarca,Cundinamarca,True
3045,Anura,Craugastoridae,Pristimantis,gaigei,Pristimantis gaigei,4.36123,-74.56602,Cundinamarca,Cundinamarca,True
3856,Anura,Craugastoridae,Pristimantis,gryllus,Pristimantis gryllus,7.4711944,-72.6277778,Norte de Santander,Norte de Santander,True
3885,Anura,Craugastoridae,Pristimantis,gryllus,Pristimantis gryllus,7.4711944,-72.6277778,Norte de Santander,Norte de Santander,True
1931,Anura,Craugastoridae,Pristimantis,lutitus,Pristimantis lutitus,7.0395,-72.9838,Santander,Santander,True
1772,Anura,Craugastoridae,Pristimantis,lutitus,Pristimantis lutitus,7.04,-72.99,Santander,Santander,True
1930,Anura,Craugastoridae,Pristimantis,lutitus,Pristimantis lutitus,7.0444,-72.98,Santander,Santander,True
1257,Anura,Craugastoridae,Pristimantis,lynchi,Pristimantis lynchi,5.5,-72.7491981,Boyacá,Boyacá,True
1667,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1668,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.1360002,-69.9240036,Amazonas,Amazonas,True
958,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.11949,-69.95104,Amazonas,Amazonas,True
1670,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.04362,-70.0963,Amazonas,Amazonas,True
1718,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.04362,-70.0963,Amazonas,Amazonas,True
1671,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.04362,-70.0963,Amazonas,Amazonas,True
996,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.00304,-69.095,Amazonas,Amazonas,True
997,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.00304,-69.095,Amazonas,Amazonas,True
998,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.00304,-69.095,Amazonas,Amazonas,True
1006,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.00304,-69.095,Amazonas,Amazonas,True
1007,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,-4.00304,-69.095,Amazonas,Amazonas,True
4348,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,1.14007,-70.20758,Vaupés,Vaupés,True
4350,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,1.16117,-70.20394,Vaupés,Vaupés,True
4351,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,1.16117,-70.20394,Vaupés,Vaupés,True
4352,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,1.16117,-70.20394,Vaupés,Vaupés,True
4362,Anura,Craugastoridae,Pristimantis,malkini,Pristimantis malkini,1.16117,-70.20394,Vaupés,Vaupés,True
4346,Anura,Craugastoridae,Pristimantis,marmoratus,Pristimantis marmoratus,1.14007,-70.20758,Vaupés,Vaupés,True
4342,Anura,Craugastoridae,Pristimantis,marmoratus,Pristimantis marmoratus,1.15925,-70.2042,Vaupés,Vaupés,True
4343,Anura,Craugastoridae,Pristimantis,marmoratus,Pristimantis marmoratus,1.16117,-70.20394,Vaupés,Vaupés,True
4344,Anura,Craugastoridae,Pristimantis,marmoratus,Pristimantis marmoratus,1.16117,-70.20394,Vaupés,Vaupés,True
4345,Anura,Craugastoridae,Pristimantis,marmoratus,Pristimantis marmoratus,1.16117,-70.20394,Vaupés,Vaupés,True
1879,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1893,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1880,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1881,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1882,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1883,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1895,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1896,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
1897,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.858,-73.264,Boyacá,Boyacá,True
5029,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,5.44439,-72.47905,Casanare,Casanare,True
5024,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,5.46125,-72.48216,Casanare,Casanare,True
5025,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,5.46127,-72.48219,Casanare,Casanare,True
5045,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,5.46161,-72.48217,Casanare,Casanare,True
5040,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,5.46314,-72.48296,Casanare,Casanare,True
4816,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.21155,-73.81168,Cundinamarca,Cundinamarca,True
4817,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.21611,-73.81321,Cundinamarca,Cundinamarca,True
4818,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.21611,-73.81321,Cundinamarca,Cundinamarca,True
4812,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.21629,-73.81346,Cundinamarca,Cundinamarca,True
4813,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.21629,-73.81346,Cundinamarca,Cundinamarca,True
4814,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.21629,-73.81346,Cundinamarca,Cundinamarca,True
4815,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.2199,-73.81593,Cundinamarca,Cundinamarca,True
4848,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.2199,-73.81593,Cundinamarca,Cundinamarca,True
4845,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.22073,-73.81685,Cundinamarca,Cundinamarca,True
4846,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.22095,-73.8164,Cundinamarca,Cundinamarca,True
4924,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.22097,-73.81678,Cundinamarca,Cundinamarca,True
4809,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.2265,-73.81913,Cundinamarca,Cundinamarca,True
4810,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.2265,-73.81913,Cundinamarca,Cundinamarca,True
4811,Anura,Craugastoridae,Pristimantis,medemi,Pristimantis medemi,4.2265,-73.81913,Cundinamarca,Cundinamarca,True
1775,Anura,Craugastoridae,Pristimantis,miyatai,Pristimantis miyatai,7.03978,-72.98579,Santander,Santander,True
5010,Anura,Craugastoridae,Pristimantis,miyatai,Pristimantis miyatai,7.04,-72.99,Santander,Santander,True
1776,Anura,Craugastoridae,Pristimantis,miyatai,Pristimantis miyatai,7.045,-72.99,Santander,Santander,True
2406,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,5.20115,-73.5591167,Cundinamarca,Cundinamarca,True
4227,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47778,-73.73094,Meta,Meta,True
4242,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47781,-73.73036,Meta,Meta,True
4241,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47784,-73.7305,Meta,Meta,True
4228,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47799,-73.73016,Meta,Meta,True
4229,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47799,-73.73016,Meta,Meta,True
4230,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47799,-73.73016,Meta,Meta,True
4231,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47821,-73.7303,Meta,Meta,True
4235,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47824,-73.7309,Meta,Meta,True
4238,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47835,-73.73113,Meta,Meta,True
4240,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47835,-73.73113,Meta,Meta,True
4232,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47837,-73.73041,Meta,Meta,True
4237,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47849,-73.73119,Meta,Meta,True
4239,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47849,-73.73119,Meta,Meta,True
4234,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47852,-73.7308,Meta,Meta,True
4236,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47856,-73.73105,Meta,Meta,True
4233,Anura,Craugastoridae,Pristimantis,nervicus,Pristimantis nervicus,4.47875,-73.73053,Meta,Meta,True
2533,Anura,Craugastoridae,Pristimantis,ockendeni,Pristimantis ockendeni,1.21,-70.6200028,Vaupés,Vaupés,True
2534,Anura,Craugastoridae,Pristimantis,ockendeni,Pristimantis ockendeni,1.21,-70.6200028,Vaupés,Vaupés,True
1669,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-4.1360002,-69.9240036,Amazonas,Amazonas,True
1672,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-4.1360002,-69.9240036,Amazonas,Amazonas,True
947,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-4.10592,-69.25,Amazonas,Amazonas,True
988,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-4.00304,-69.095,Amazonas,Amazonas,True
1008,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-4.00304,-69.095,Amazonas,Amazonas,True
2093,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-3.86445,-70.2042,Amazonas,Amazonas,True
2092,Anura,Craugastoridae,Pristimantis,peruvianus,Pristimantis peruvianus,-3.86444,-70.20419,Amazonas,Amazonas,True
4349,Anura,Craugastoridae,Pristimantis,pluvialis,Pristimantis pluvialis,1.15794,-70.20232,Vaupés,Vaupés,True
4724,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31192,-74.26294,Cundinamarca,Cundinamarca,True
4726,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31192,-74.26294,Cundinamarca,Cundinamarca,True
4727,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31192,-74.26294,Cundinamarca,Cundinamarca,True
4842,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31192,-74.26294,Cundinamarca,Cundinamarca,True
4729,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31192,-74.26294,Cundinamarca,Cundinamarca,True
4730,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31199,-74.26279,Cundinamarca,Cundinamarca,True
4731,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31199,-74.26279,Cundinamarca,Cundinamarca,True
4732,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31199,-74.26279,Cundinamarca,Cundinamarca,True
4733,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31199,-74.26279,Cundinamarca,Cundinamarca,True
4734,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31199,-74.26279,Cundinamarca,Cundinamarca,True
4722,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31219,-74.26275,Cundinamarca,Cundinamarca,True
4723,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31219,-74.26275,Cundinamarca,Cundinamarca,True
4926,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31221,-74.26208,Cundinamarca,Cundinamarca,True
4735,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.31221,-74.26208,Cundinamarca,Cundinamarca,True
4833,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.549528,-74.375389,Cundinamarca,Cundinamarca,True
4834,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.549528,-74.375389,Cundinamarca,Cundinamarca,True
4835,Anura,Craugastoridae,Pristimantis,renjiforum,Pristimantis renjiforum,4.549528,-74.375389,Cundinamarca,Cundinamarca,True
1401,Anura,Craugastoridae,Pristimantis,ridens,Pristimantis ridens,5.5705,-77.5026,Chocó,Chocó,True
1306,Anura,Craugastoridae,Pristimantis,ridens,Pristimantis ridens,5.5705,-77.5026,Chocó,Chocó,True
3944,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.848,-73.2872,Boyacá,Boyacá,True
3933,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3934,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3935,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3936,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3937,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3938,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3943,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.85688,-73.26375,Boyacá,Boyacá,True
3939,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.87357,-73.25225,Boyacá,Boyacá,True
3940,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.87357,-73.25225,Boyacá,Boyacá,True
3930,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.87357,-73.25225,Boyacá,Boyacá,True
3931,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.87357,-73.25225,Boyacá,Boyacá,True
3941,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.89118,-73.27856,Boyacá,Boyacá,True
3932,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.89118,-73.27856,Boyacá,Boyacá,True
3942,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.89118,-73.27856,Boyacá,Boyacá,True
1282,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,5.294167,-72.706111,Boyacá,Boyacá,True
1259,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,5.294167,-72.706111,Boyacá,Boyacá,True
1281,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,5.294167,-72.706111,Boyacá,Boyacá,True
1256,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,5.294167,-72.706111,Boyacá,Boyacá,True
1255,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,5.294167,-72.706111,Boyacá,Boyacá,True
4659,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,5.56761,-72.58346,Boyacá,Boyacá,True
4120,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.5027778,-73.460277,Cundinamarca,Cundinamarca,True
4117,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.5144444,-73.426944,Cundinamarca,Cundinamarca,True
4118,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.5144444,-73.426944,Cundinamarca,Cundinamarca,True
4119,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.5144444,-73.426944,Cundinamarca,Cundinamarca,True
1382,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,2.685403,-74.054027,Meta,Meta,True
79,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.249,-73.583,Meta,Meta,True
80,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.249,-73.583,Meta,Meta,True
81,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.249,-73.583,Meta,Meta,True
82,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.249,-73.583,Meta,Meta,True
4205,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.45415,-73.67519,Meta,Meta,True
4206,Anura,Craugastoridae,Pristimantis,savagei,Pristimantis savagei,4.45751,-73.69444,Meta,Meta,True
495,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,6.82,-75.1477778,Antioquia,Antioquia,True
496,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,6.82,-75.1477778,Antioquia,Antioquia,True
1890,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.849,-73.27,Boyacá,Boyacá,True
1884,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.858,-73.264,Boyacá,Boyacá,True
1885,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.858,-73.264,Boyacá,Boyacá,True
3963,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.40789,-74.99869,Caldas,Caldas,True
3962,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.41219,-74.99494,Caldas,Caldas,True
3964,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.41306,-74.99585,Caldas,Caldas,True
3649,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.53843,-74.43571,Cundinamarca,Cundinamarca,True
3650,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.53986,-74.42542,Cundinamarca,Cundinamarca,True
4837,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.846988,-74.62577,Cundinamarca,Cundinamarca,True
4838,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,4.846988,-74.62577,Cundinamarca,Cundinamarca,True
4762,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.34931,-74.49402,Cundinamarca,Cundinamarca,True
4693,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.35334,-74.49533,Cundinamarca,Cundinamarca,True
4694,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.35334,-74.49533,Cundinamarca,Cundinamarca,True
4765,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.35341,-74.49528,Cundinamarca,Cundinamarca,True
4767,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.4231,-74.44161,Cundinamarca,Cundinamarca,True
4665,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.42938,-74.44549,Cundinamarca,Cundinamarca,True
4738,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.4295,-74.44589,Cundinamarca,Cundinamarca,True
4702,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.42987,-74.44405,Cundinamarca,Cundinamarca,True
4787,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.42995,-74.44485,Cundinamarca,Cundinamarca,True
4675,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4676,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4742,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4743,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4697,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4700,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43007,-74.44427,Cundinamarca,Cundinamarca,True
4739,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43009,-74.44535,Cundinamarca,Cundinamarca,True
4668,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43009,-74.4447,Cundinamarca,Cundinamarca,True
4741,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.4301,-74.44465,Cundinamarca,Cundinamarca,True
4740,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43014,-74.44532,Cundinamarca,Cundinamarca,True
4666,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43014,-74.44504,Cundinamarca,Cundinamarca,True
4667,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43014,-74.44504,Cundinamarca,Cundinamarca,True
4672,Anura,Craugastoridae,Pristimantis,taeniatus,Pristimantis taeniatus,5.43014,-74.44504,Cundinamarca,Cundinamarca,True
